,address,ageLimit,area,avg,community,decoration,district,floor,street,sum,tag,title,type,url,years
157,骆西路1号,40年,74㎡,9729                    元/平,利时爱丁堡,精装修,镇海,中层/共17层,骆驼,72万,"['新上房源', '20小时前', '0人已浏览']",利时广场精装修复式现房，地铁三号线出行便捷，购物方便,3室2厅2卫,http://nb.58.com/ershoufang/34118489511474x.shtml,2017年建
158,骆西路1号,40年,50㎡,8200                    元/平,利时爱丁堡,毛坯,镇海,低层/共17层,骆驼,41万,"['满五唯一', '新上房源', '20小时前', '0人已浏览']",镇海利时广场 3号地铁旁 小面积现房 投姿自住优选,1室1厅1卫,http://nb.58.com/ershoufang/34118327659313x.shtml,2014年建
159,东邑北路,70年,136㎡,13235                    元/平,华丰花园,精装修,镇海,中层/共6层,骆驼,180万,"['满两年', '新上房源', '22小时前', '0人已浏览']",中庭好楼层精装无税房急抛 新城骆驼小学对面 三房朝南,3室2厅2卫,http://nb.58.com/ershoufang/34117550491061x.shtml,2005年建
160,骆西路1号,40年,55㎡,10909                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,60万,"['新上房源', '23小时前', '0人已浏览']",利时广场复式公寓现房 地铁口出行方便 周边配套齐全,2室2厅1卫,http://nb.58.com/ershoufang/34116761514810x.shtml,2018年建
161,御水路,70年,129.12㎡,10068                    元/平,恒大山水城,精装修,镇海,中层/共18层,骆驼,130万,"['新上房源', '1天前', '0人已浏览']",恒大山水城129.12精装修售价130万送全新家具未住过,3室2厅2卫,http://nb.58.com/ershoufang/34116330145212x.shtml,2017年建
162,骆兴西路678号,70年,96㎡,15104                    元/平,东邑锦苑,简单装修,镇海,高层/共18层,骆驼,145万,"['满两年', '新上房源', '1天前', '0人已浏览']",东邑锦苑96平145万简单装修经典小三房户型优良,3室2厅1卫,http://nb.58.com/ershoufang/34115326704319x.shtml,2012年建
163,"骆兴西路,近西大河北路",70年,80㎡,16500                    元/平,骆兴家园一期,精装修,镇海,中层/共6层,骆驼,132万,"['满两年', '新上房源', '1天前', '0人已浏览']",骆兴家园80平南北通透 婚装只要132万,2室2厅1卫,http://nb.58.com/ershoufang/34114468681261x.shtml,2012年建
164,永平西路777号,70年,138㎡,20289                    元/平,保利城1期,精装修,镇海,中层/共18层,骆驼,280万,"['新上房源', '1天前', '0人已浏览']",品质装修，小区环境好，旁边有植物园，吾悦广场,3室2厅2卫,http://nb.58.com/ershoufang/34109810745911x.shtml,2012年建
165,金悦路68号,70年,133㎡,13383                    元/平,银亿海悦花苑,豪华装修,镇海,低层/共18层,骆驼,178万,"['满二唯一', '新上房源', '2天前', '0人已浏览']",海悦花苑豪装3房2厅2 送全新家电 好房动起来了,3室2厅2卫,http://nb.58.com/ershoufang/34103865265463x.shtml,2014年建
166,永平西路333号,70年,196㎡,22959                    元/平,保利城3期,毛坯,镇海,共2层,骆驼,450万,"['新上房源', '1小时前', '0人已浏览']",保利城叠墅地下2层楼上两层，送大花园，实用面积400平,6室4厅4卫,http://nb.58.com/ershoufang/34127207875911x.shtml,2016年建
167,慈海南路,40年,74㎡,9189                    元/平,万宝公馆,毛坯,镇海,中层/共17层,骆驼,68万,"['满两年', '新上房源', '1小时前', '0人已浏览']",镇海 利时广场爱丁堡新房出售，首付30万起售楼处符美娇,4室2厅2卫,http://nb.58.com/ershoufang/34127016782902x.shtml,2015年建
168,镇骆西路,40年,90㎡,8000                    元/平,镇海利时广场,毛坯,镇海,中层/共17层,骆驼,72万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",利时广场现房出售 单价8000起宁波少有 主城区地铁口,4室2厅2卫,http://nb.58.com/ershoufang/34126088743998x.shtml,2015年建
169,骆西路1号,40年,74㎡,10270                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,76万,"['满五唯一', '新上房源', '2小时前', '0人已浏览']",骆驼 利时广场爱丁堡 买74得148平 层高5.4m 大三房,3室2厅1卫,http://nb.58.com/ershoufang/34126518216116x.shtml,2015年建
170,金华北路238号,70年,193㎡,12953                    元/平,金邑水岸,豪华装修,镇海,高层/共9层,骆驼,250万,"['新上房源', '4小时前', '0人已浏览']",金邑水岸193平方250万急抛豪装拎包入住,4室2厅2卫,http://nb.58.com/ershoufang/34125716889001x.shtml,2008年建
171,"骆兴西路,近东邑北路",70年,80㎡,16500                    元/平,骆兴家园二期,精装修,镇海,中层/共6层,骆驼,132万,"['满两年', '新上房源', '3小时前', '0人已浏览']",骆兴二期2.5楼精装修房东置换急售132万买就涨,2室2厅1卫,http://nb.58.com/ershoufang/34126310051133x.shtml,2008年建
172,慈海南路557号,40年,60㎡,11333                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,68万,"['唯一住房', '新上房源', '2天前', '0人已浏览']",包租包管理，八年租金三十几万，每月给您抵月供,2室1厅1卫,http://nb.58.com/ershoufang/34098622212427x.shtml,2016年建
173,九龙大道,70年,101.64㎡,9838                    元/平,九龙家苑四期,毛坯,镇海,中层/共11层,骆驼,100万,"['满两年', '新上房源', '4小时前', '0人已浏览']",九龙家苑四期大三房101.64平白坯，一口价100万，户型好,3室2厅1卫,http://nb.58.com/ershoufang/34125677788346x.shtml,2017年建
174,永平西路777号,70年,105㎡,20000                    元/平,保利城1期,豪华装修,镇海,低层/共18层,骆驼,210万,"['满两年', '新上房源', '21小时前', '0人已浏览']",保利城105平地中海装修风格只要210万,3室2厅1卫,http://nb.58.com/ershoufang/34117732164921x.shtml,2016年建
175,"骆兴西路,近东邑北路",70年,75㎡,15333                    元/平,骆兴家园二期,简单装修,镇海,中层/共6层,骆驼,115万,"['满二唯一', '05-13', '0人已浏览']",骆兴家园二期 2房2厅 75平115万 你要的小户型,2室2厅1卫,http://nb.58.com/ershoufang/34072747632054x.shtml,2010年建
176,慈海南路557号,40年,40㎡,12000                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,48万,"['05-08', '0人已浏览']",观望一次涨一次，把握住机会！,1室1厅1卫,http://nb.58.com/ershoufang/34014482653228x.shtml,2016年建
177,金悦路67号,70年,120.4㎡,11627                    元/平,金邑华庭,毛坯,镇海,中层/共10层,骆驼,140万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",单价1.1秒杀单价1.1秒杀单价1.1秒杀单价1.1秒杀,3室2厅1卫,http://nb.58.com/ershoufang/34126001252677x.shtml,2012年建
178,"骆兴西路,近西大河北路",70年,103㎡,16019                    元/平,骆兴家园一期,精装修,镇海,中层/共6层,骆驼,165万,"['满两年', '05-11', '0人已浏览']",骆兴家园一期 103平户型 中间楼层 送家具家电,3室2厅2卫,http://nb.58.com/ershoufang/34048211237054x.shtml,2009年建
179,三五路396号,70年,80㎡,17500                    元/平,银亿海尚广场,精装修,镇海,高层/共18层,骆驼,140万,"['满两年', '新上房源', '1天前', '0人已浏览']",尚志中学 80平精装修新房140万 好楼层,2室2厅1卫,http://nb.58.com/ershoufang/34108121392336x.shtml,2010年建
180,骆兴西路678号,70年,112㎡,13482                    元/平,东邑锦苑,毛坯,镇海,高层/共18层,骆驼,151万,"['05-13', '0人已浏览']",东邑锦苑112平3室2厅2卫毛坯户型好3间朝南通透性好。,3室2厅2卫,http://nb.58.com/ershoufang/34073032510388x.shtml,2016年建
181,通园北路199号,70年,66㎡,16666                    元/平,小骆花园,精装修,镇海,高层/共12层,骆驼,110万,"['满五唯一', '新上房源', '1天前', '0人已浏览']",小骆花园 满五唯一 可落户,2室1厅1卫,http://nb.58.com/ershoufang/34105818872625x.shtml,2012年建
182,九龙大道,70年,101.64㎡,9838                    元/平,九龙家苑四期,毛坯,镇海,中层/共11层,骆驼,100万,"['满两年', '新上房源', '4小时前', '0人已浏览']",九龙家苑四期大三房101.64平白坯，一口价100万，户型好,3室2厅1卫,http://nb.58.com/ershoufang/34125677788346x.shtml,2017年建
183,永平西路777号,70年,105㎡,20000                    元/平,保利城1期,豪华装修,镇海,低层/共18层,骆驼,210万,"['满两年', '新上房源', '21小时前', '0人已浏览']",保利城105平地中海装修风格只要210万,3室2厅1卫,http://nb.58.com/ershoufang/34117732164921x.shtml,2016年建
184,骆西路1号,40年,74㎡,9594                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,71万,"['满二唯一', '新上房源', '22小时前', '0人已浏览']",售楼处特价利时爱丁堡平层复式交付现房 配套成熟 总价低,4室2厅2卫,http://nb.58.com/ershoufang/34117345497800x.shtml,2015年建
185,"骆兴西路,近东邑北路",70年,75㎡,15333                    元/平,骆兴家园二期,简单装修,镇海,中层/共6层,骆驼,115万,"['满二唯一', '05-13', '0人已浏览']",骆兴家园二期 2房2厅 75平115万 你要的小户型,2室2厅1卫,http://nb.58.com/ershoufang/34072747632054x.shtml,2010年建
186,慈海南路557号,40年,40㎡,12000                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,48万,"['05-08', '0人已浏览']",观望一次涨一次，把握住机会！,1室1厅1卫,http://nb.58.com/ershoufang/34014482653228x.shtml,2016年建
187,金悦路67号,70年,120.4㎡,11627                    元/平,金邑华庭,毛坯,镇海,中层/共10层,骆驼,140万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",单价1.1秒杀单价1.1秒杀单价1.1秒杀单价1.1秒杀,3室2厅1卫,http://nb.58.com/ershoufang/34126001252677x.shtml,2012年建
188,"骆兴西路,近西大河北路",70年,103㎡,16019                    元/平,骆兴家园一期,精装修,镇海,中层/共6层,骆驼,165万,"['满两年', '05-11', '0人已浏览']",骆兴家园一期 103平户型 中间楼层 送家具家电,3室2厅2卫,http://nb.58.com/ershoufang/34048211237054x.shtml,2009年建
189,三五路396号,70年,80㎡,17500                    元/平,银亿海尚广场,精装修,镇海,高层/共18层,骆驼,140万,"['满两年', '新上房源', '1天前', '0人已浏览']",尚志中学 80平精装修新房140万 好楼层,2室2厅1卫,http://nb.58.com/ershoufang/34108121392336x.shtml,2010年建
190,骆兴西路678号,70年,112㎡,13482                    元/平,东邑锦苑,毛坯,镇海,高层/共18层,骆驼,151万,"['05-13', '0人已浏览']",东邑锦苑112平3室2厅2卫毛坯户型好3间朝南通透性好。,3室2厅2卫,http://nb.58.com/ershoufang/34073032510388x.shtml,2016年建
191,通园北路199号,70年,66㎡,16666                    元/平,小骆花园,精装修,镇海,高层/共12层,骆驼,110万,"['满五唯一', '新上房源', '1天前', '0人已浏览']",小骆花园 满五唯一 可落户,2室1厅1卫,http://nb.58.com/ershoufang/34105818872625x.shtml,2012年建
192,永平西路318号,70年,98㎡,23469                    元/平,保亿风景御园,豪华装修,镇海,中层/共18层,骆驼,230万,"['新上房源', '1小时前', '0人已浏览']",风景御园 超级豪装未住 全是一线品牌 送车位 有实力的您,3室2厅2卫,http://nb.58.com/ershoufang/34127134192586x.shtml,2016年建
193,骆西路1号,40年,74㎡,9864                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,73万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",总价60来万起步 宁波有个家 为了家人你要加倍努力,2室2厅1卫,http://nb.58.com/ershoufang/34105957119420x.shtml,2017年建
194,通园北路199号,70年,98㎡,16632                    元/平,小骆花园,豪华装修,镇海,低层/共11层,骆驼,163万,"['满两年', '新上房源', '2小时前', '0人已浏览']",小骆花园 三房两厅 豪华装修,3室2厅1卫,http://nb.58.com/ershoufang/34126651076909x.shtml,2010年建
195,骆西路1号,40年,90㎡,9000                    元/平,利时爱丁堡,简单装修,镇海,中层/共15层,骆驼,81万,"['满五唯一', '新上房源', '22小时前', '0人已浏览']",地铁口万宝城旁 幸福时代 6房2厅 平层复式都有 售楼处1手,5室2厅2卫,http://nb.58.com/ershoufang/34116086509513x.shtml,2015年建
196,金悦路68号,70年,126㎡,18253                    元/平,银亿海悦花苑,豪华装修,镇海,高层/共18层,骆驼,230万,"['满二唯一', '新上房源', '16小时前', '0人已浏览']",银亿海悦花苑 126平方 3室 2厅 豪华装修 230万出售,3室2厅2卫,http://nb.58.com/ershoufang/34105651513527x.shtml,2015年建
197,御水路,70年,114㎡,9649                    元/平,九龙家苑一期,精装修,镇海,中层/共6层,骆驼,110万,"['满两年', '新上房源', '22小时前', '0人已浏览']",九龙1期114平方米精装修110万元,3室2厅2卫,http://nb.58.com/ershoufang/34117471684540x.shtml,2010年建
198,通园北路199号,70年,70㎡,15714                    元/平,小骆花园,精装修,镇海,高层/共12层,骆驼,110万,"['满两年', '新上房源', '22小时前', '0人已浏览']",小骆花园 小面积精装好房 底价110 手慢无,2室2厅1卫,http://nb.58.com/ershoufang/34117292223788x.shtml,2010年建
199,慈海南路557号,40年,40㎡,12250                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,49万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",上城印象精装公寓，首付只需一半，租金低月供轻松买房,1室1厅1卫,http://nb.58.com/ershoufang/34114619711673x.shtml,2017年建
200,慈海南路557号,40年,60㎡,11333                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,68万,"['唯一住房', '新上房源', '2天前', '0人已浏览']",骆驼神盘，来电有折，地铁300米内豪华装修，配套成熟包租8年,2室1厅1卫,http://nb.58.com/ershoufang/34098345416888x.shtml,2016年建
201,慈海南路557号,40年,40㎡,12500                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,50万,"['新上房源', '3小时前', '0人已浏览']",骆驼新城包租包管理的精装公寓首付二十几万起，租金3000+,1室1厅1卫,http://nb.58.com/ershoufang/34125215184845x.shtml,2017年建
202,慈海南路557号,40年,60㎡,10833                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,65万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",宁波投/资好项目精装公寓，汇报率7个点左右租金高达4千,2室1厅1卫,http://nb.58.com/ershoufang/34114583934253x.shtml,2017年建
203,慈海南路557号,40年,60㎡,11333                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,68万,"['唯一住房', '05-11', '0人已浏览']",投zi值不值！看地段、看发展、豪华装修两室公寓,2室1厅1卫,http://nb.58.com/ershoufang/34052397341007x.shtml,2016年建
204,慈海南路557号,40年,60㎡,10500                    元/平,上城印象,毛坯,镇海,高层/共21层,骆驼,63万,"['05-10', '0人已浏览']",上城印象 温馨小屋 交通便捷 商业街就在旁边,2室1厅1卫,http://nb.58.com/ershoufang/33484684810047x.shtml,建筑年代(暂无信息)
205,慈海南路557号,40年,60㎡,11666                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,70万,"['05-07', '0人已浏览']",低总价的小户型精装公寓，酒店稳定的年租金回抱,2室1厅1卫,http://nb.58.com/ershoufang/34007521334087x.shtml,2016年建
206,金悦路68号,70年,133㎡,13383                    元/平,银亿海悦花苑,豪华装修,镇海,低层/共18层,骆驼,178万,"['满二唯一', '新上房源', '2天前', '0人已浏览']",海悦花苑豪装3房2厅2 送全新家电 好房动起来了,3室2厅2卫,http://nb.58.com/ershoufang/34103865265463x.shtml,2014年建
207,慈海南路557号,40年,59㎡,11016                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,65万,"['新上房源', '2天前', '0人已浏览']",豪装套型、干湿分离、抄底价！头资可包租包管理,2室1厅1卫,http://nb.58.com/ershoufang/34103695273791x.shtml,2017年建
208,御水路,70年,114㎡,9736                    元/平,九龙家苑一期,精装修,镇海,中层/共6层,骆驼,111万,"['满两年', '新上房源', '24分钟前', '0人已浏览']",镇海 九龙湖 九龙家苑 3房精装111万 楼层中间 70年,3室2厅2卫,http://nb.58.com/ershoufang/34127556839343x.shtml,2013年建
209,慈海南路557号,70年,60㎡,9000                    元/平,上城印象,精装修,镇海,中层/共21层,骆驼,54万,"['满五唯一', '新上房源', '31分钟前', '0人已浏览']",出门地铁 楼下商场 交通便利！生活便捷 自带3万方商业街！,2室1厅1卫,http://nb.58.com/ershoufang/34127508537790x.shtml,2016年建
210,永平西路333号,70年,196㎡,22959                    元/平,保利城3期,毛坯,镇海,共2层,骆驼,450万,"['新上房源', '1小时前', '0人已浏览']",保利城叠墅地下2层楼上两层，送大花园，实用面积400平,6室4厅4卫,http://nb.58.com/ershoufang/34127207875911x.shtml,2016年建
211,金华北路238号,70年,117㎡,13504                    元/平,金邑水岸,精装修,镇海,低层/共9层,骆驼,158万,"['新上房源', '1小时前', '0人已浏览']",金邑水岸117平3室2厅2卫精装修户型好南北通透可拎包入住。,3室2厅2卫,http://nb.58.com/ershoufang/34126102410933x.shtml,2009年建
212,慈海南路,40年,74㎡,9189                    元/平,万宝公馆,毛坯,镇海,中层/共17层,骆驼,68万,"['满两年', '新上房源', '1小时前', '0人已浏览']",镇海 利时广场爱丁堡新房出售，首付30万起售楼处符美娇,4室2厅2卫,http://nb.58.com/ershoufang/34127016782902x.shtml,2015年建
213,骆西路1号,40年,55㎡,11454                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,63万,"['满二唯一', '新上房源', '2天前', '0人已浏览']",利时广场 美好的投咨、自住 5.4的挑高 建筑你我的梦,2室2厅1卫,http://nb.58.com/ershoufang/34097195593521x.shtml,2017年建
214,慈海南路557号,40年,60㎡,10500                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,63万,"['新上房源', '2小时前', '0人已浏览']",镇海城区抢手小面积，精装修交付，投姿自住不二之选上城印象,2室1厅1卫,http://nb.58.com/ershoufang/34126531438017x.shtml,2016年建
215,镇骆西路,40年,90㎡,8000                    元/平,镇海利时广场,毛坯,镇海,中层/共17层,骆驼,72万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",利时广场现房出售 单价8000起宁波少有 主城区地铁口,4室2厅2卫,http://nb.58.com/ershoufang/34126088743998x.shtml,2015年建
216,骆西路1号,40年,74㎡,10270                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,76万,"['满五唯一', '新上房源', '2小时前', '0人已浏览']",骆驼 利时广场爱丁堡 买74得148平 层高5.4m 大三房,3室2厅1卫,http://nb.58.com/ershoufang/34126518216116x.shtml,2015年建
217,永平西路777号,70年,138㎡,18115                    元/平,保利城1期,精装修,镇海,低层/共18层,骆驼,250万,"['满两年', '新上房源', '3小时前', '0人已浏览']",保利城138平 精装好房 三室两厅两卫 无税 核心区,3室2厅2卫,http://nb.58.com/ershoufang/34126159604040x.shtml,2016年建
218,金悦路67号,70年,120㎡,11833                    元/平,金邑华庭,毛坯,镇海,低层/共18层,骆驼,142万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",骆驼 金邑华庭3室 房源 周边配套成熟,3室2厅1卫,http://nb.58.com/ershoufang/34126049511102x.shtml,2013年建
219,金悦路67号,70年,120.4㎡,11627                    元/平,金邑华庭,毛坯,镇海,中层/共10层,骆驼,140万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",单价1.1秒杀单价1.1秒杀单价1.1秒杀,3室2厅1卫,http://nb.58.com/ershoufang/34125947433400x.shtml,2012年建
220,金华北路238号,70年,193㎡,12953                    元/平,金邑水岸,豪华装修,镇海,高层/共9层,骆驼,250万,"['新上房源', '4小时前', '0人已浏览']",金邑水岸193平方250万急抛豪装拎包入住,4室2厅2卫,http://nb.58.com/ershoufang/34125716889001x.shtml,2008年建
221,慈海南路557号,40年,60㎡,10833                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,65万,"['新上房源', '14小时前', '0人已浏览']",镇海新城（包租包管理）豪华公寓,2室1厅1卫,http://nb.58.com/ershoufang/34120890989097x.shtml,2017年建
222,永平西路777号,70年,120㎡,17083                    元/平,保利城1期,豪华装修,镇海,低层/共18层,骆驼,205万,"['新上房源', '1天前', '0人已浏览']",保利城 吾悦广场旁 豪华装修 超高性价比！单价才17000！,3室2厅2卫,http://nb.58.com/ershoufang/34116258410573x.shtml,2014年建
223,镇骆西路,70年,52㎡,10000                    元/平,镇海利时广场,毛坯,镇海,共4层,骆驼,52万,"['满两年', '新上房源', '1天前', '0人已浏览']",利时广场复式楼52平方售价52万,2室1厅1卫,http://nb.58.com/ershoufang/34115153635908x.shtml,2015年建
224,御水路,70年,131.7㎡,11161                    元/平,恒大山水城,精装修,镇海,高层/共18层,骆驼,147万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",恒大山水城东苑有房产证 看房方便 精装修 高层,3室2厅2卫,http://nb.58.com/ershoufang/34114779317190x.shtml,2016年建
225,御水路,70年,114㎡,9649                    元/平,九龙家苑一期,简单装修,镇海,高层/共6层,骆驼,110万,"['满两年', '新上房源', '1天前', '0人已浏览']",九龙家苑一期，114平简装110万，可落户直接过户无营业税,3室2厅1卫,http://nb.58.com/ershoufang/34114546600781x.shtml,2013年建
226,通园北路199号,70年,90㎡,16666                    元/平,小骆花园,精装修,镇海,中层/共6层,骆驼,150万,"['满二唯一', '05-14', '0人已浏览']",小骆90平精装好楼层抢到就是赚到 物超所值,3室2厅1卫,http://nb.58.com/ershoufang/34087143981882x.shtml,2014年建
227,骆西路1号,40年,74㎡,9189                    元/平,利时爱丁堡,毛坯,镇海,中层/共12层,骆驼,68万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",宁波镇海 幸福时代4.5米层高140平 房房有窗 有天燃气,3室2厅2卫,http://nb.58.com/ershoufang/34108392897995x.shtml,2017年建
228,骆西路1号,40年,55㎡,10018                    元/平,利时爱丁堡,简单装修,镇海,高层/共17层,骆驼,55.1万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",镇海核心区奢华高端现房复式 户型好高品质价格 配套齐全,3室2厅2卫,http://nb.58.com/ershoufang/34106140873285x.shtml,2015年建
229,河角路29号,70年,124㎡,18951                    元/平,景城花苑,豪华装修,镇海,中层/共18层,骆驼,235万,"['满两年', '新上房源', '2天前', '0人已浏览']",景城花苑124平，豪装！家具家电全送！无税！低于市场价！,3室2厅2卫,http://nb.58.com/ershoufang/34105510073386x.shtml,2015年建
230,慈海南路557号,40年,59㎡,11016                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,65万,"['新上房源', '2天前', '0人已浏览']",豪装套型、干湿分离、抄底价！头资可包租包管理,2室1厅1卫,http://nb.58.com/ershoufang/34103695273791x.shtml,2017年建
231,御水路,70年,114㎡,9736                    元/平,九龙家苑一期,精装修,镇海,中层/共6层,骆驼,111万,"['满两年', '新上房源', '25分钟前', '0人已浏览']",镇海 九龙湖 九龙家苑 3房精装111万 楼层中间 70年,3室2厅2卫,http://nb.58.com/ershoufang/34127556839343x.shtml,2013年建
232,慈海南路557号,70年,60㎡,9000                    元/平,上城印象,精装修,镇海,中层/共21层,骆驼,54万,"['满五唯一', '新上房源', '31分钟前', '0人已浏览']",出门地铁 楼下商场 交通便利！生活便捷 自带3万方商业街！,2室1厅1卫,http://nb.58.com/ershoufang/34127508537790x.shtml,2016年建
233,永平西路333号,70年,196㎡,22959                    元/平,保利城3期,毛坯,镇海,共2层,骆驼,450万,"['新上房源', '1小时前', '0人已浏览']",保利城叠墅地下2层楼上两层，送大花园，实用面积400平,6室4厅4卫,http://nb.58.com/ershoufang/34127207875911x.shtml,2016年建
234,金华北路238号,70年,117㎡,13504                    元/平,金邑水岸,精装修,镇海,低层/共9层,骆驼,158万,"['新上房源', '1小时前', '0人已浏览']",金邑水岸117平3室2厅2卫精装修户型好南北通透可拎包入住。,3室2厅2卫,http://nb.58.com/ershoufang/34126102410933x.shtml,2009年建
235,慈海南路,40年,74㎡,9189                    元/平,万宝公馆,毛坯,镇海,中层/共17层,骆驼,68万,"['满两年', '新上房源', '1小时前', '0人已浏览']",镇海 利时广场爱丁堡新房出售，首付30万起售楼处符美娇,4室2厅2卫,http://nb.58.com/ershoufang/34127016782902x.shtml,2015年建
236,骆西路1号,40年,55㎡,11454                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,63万,"['满二唯一', '新上房源', '2天前', '0人已浏览']",利时广场 美好的投咨、自住 5.4的挑高 建筑你我的梦,2室2厅1卫,http://nb.58.com/ershoufang/34097195593521x.shtml,2017年建
237,慈海南路557号,40年,60㎡,10500                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,63万,"['新上房源', '2小时前', '0人已浏览']",镇海城区抢手小面积，精装修交付，投姿自住不二之选上城印象,2室1厅1卫,http://nb.58.com/ershoufang/34126531438017x.shtml,2016年建
238,镇骆西路,40年,90㎡,8000                    元/平,镇海利时广场,毛坯,镇海,中层/共17层,骆驼,72万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",利时广场现房出售 单价8000起宁波少有 主城区地铁口,4室2厅2卫,http://nb.58.com/ershoufang/34126088743998x.shtml,2015年建
239,骆西路1号,40年,74㎡,10270                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,76万,"['满五唯一', '新上房源', '2小时前', '0人已浏览']",骆驼 利时广场爱丁堡 买74得148平 层高5.4m 大三房,3室2厅1卫,http://nb.58.com/ershoufang/34126518216116x.shtml,2015年建
240,慈海南路557号,40年,40㎡,11250                    元/平,上城印象,精装修,镇海,中层/共21层,骆驼,45万,"['新上房源', '1天前', '0人已浏览']",印象公馆精装修二室、地铁口头资自住均可！,1室1厅1卫,http://nb.58.com/ershoufang/34114693823409x.shtml,2017年建
241,永平西路777号,70年,138㎡,18115                    元/平,保利城1期,精装修,镇海,低层/共18层,骆驼,250万,"['满两年', '新上房源', '3小时前', '0人已浏览']",保利城138平 精装好房 三室两厅两卫 无税 核心区,3室2厅2卫,http://nb.58.com/ershoufang/34126159604040x.shtml,2016年建
242,金悦路67号,70年,120㎡,11833                    元/平,金邑华庭,毛坯,镇海,低层/共18层,骆驼,142万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",骆驼 金邑华庭3室 房源 周边配套成熟,3室2厅1卫,http://nb.58.com/ershoufang/34126049511102x.shtml,2013年建
243,骆兴西路678号,70年,77㎡,14935                    元/平,东邑锦苑,毛坯,镇海,中层/共18层,骆驼,115万,"['满两年', '新上房源', '4小时前', '0人已浏览']",东邑锦苑77平方白坯115万急抛了,2室2厅1卫,http://nb.58.com/ershoufang/34125893301417x.shtml,2017年建
244,金悦路67号,70年,120.4㎡,11627                    元/平,金邑华庭,毛坯,镇海,中层/共10层,骆驼,140万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",单价1.1秒杀单价1.1秒杀单价1.1秒杀,3室2厅1卫,http://nb.58.com/ershoufang/34125947433400x.shtml,2012年建
245,金华北路238号,70年,193㎡,12953                    元/平,金邑水岸,豪华装修,镇海,高层/共9层,骆驼,250万,"['新上房源', '4小时前', '0人已浏览']",金邑水岸193平方250万急抛豪装拎包入住,4室2厅2卫,http://nb.58.com/ershoufang/34125716889001x.shtml,2008年建
246,三五路396号,70年,89㎡,16853                    元/平,银亿海尚广场,简单装修,镇海,低层/共18层,骆驼,150万,"['满两年', '05-08', '0人已浏览']",海尚广场89平150万,3室2厅1卫,http://nb.58.com/ershoufang/34016218108482x.shtml,2013年建
247,慈海南路557号,40年,60㎡,10833                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,65万,"['新上房源', '14小时前', '0人已浏览']",镇海新城（包租包管理）豪华公寓,2室1厅1卫,http://nb.58.com/ershoufang/34120890989097x.shtml,2017年建
248,永平西路777号,70年,138㎡,18260                    元/平,保利城1期,豪华装修,镇海,低层/共17层,骆驼,252万,"['05-14', '0人已浏览']",保利城138平豪华装修读尚志中学和新城小学，急售,3室2厅2卫,http://nb.58.com/ershoufang/34084667602604x.shtml,2015年建
249,骆西路1号,40年,55㎡,9272                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,51万,"['新上房源', '22小时前', '0人已浏览']",利时爱丁堡平层复式现房，配套成熟，总价低,1室1厅1卫,http://nb.58.com/ershoufang/34117191619902x.shtml,2017年建
